transaction_id,date,category,product,quantity,price,amount
447,2025-10-30,Книги,Роман,3,723.41,2170.23
448,2025-11-05,Спорт,Мяч,2,2270.93,4541.86
449,2025-10-31,Книги,Роман,5,4136.62,20683.1
450,2025-11-05,Книги,Роман,8,4887.86,39102.88
451,2025-10-12,Электроника,Наушники,5,8374.2,41871.0
452,2025-11-08,Спорт,Коврик,3,9286.83,27860.49
453,2025-10-27,Электроника,Ноутбук,9,7572.72,68154.48
454,2025-11-08,Одежда,Футболка,7,319.88,2239.16
455,2025-10-10,Продукты,Яйца,3,4841.79,14525.37
456,2025-11-05,Спорт,Гантели,3,8458.65,25375.95
457,2025-10-19,Продукты,Хлеб,8,3602.8,28822.4
458,2025-10-14,Спорт,Коврик,6,7647.82,45886.92
459,2025-11-04,Продукты,Яйца,7,7520.69,52644.83
460,2025-10-10,Электроника,Телефон,5,8203.24,41016.2
461,2025-10-15,Электроника,Ноутбук,8,8477.5,67820.0
462,2025-10-23,Электроника,Наушники,3,6414.34,19243.02
463,2025-10-31,Электроника,Наушники,7,7671.79,53702.53
464,2025-10-15,Книги,Роман,7,6104.73,42733.11
465,2025-11-04,Продукты,Молоко,8,7538.03,60304.24
466,2025-10-26,Спорт,Коврик,1,7603.91,7603.91
467,2025-10-10,Книги,Комикс,8,8026.29,64210.32
468,2025-11-02,Книги,Энциклопедия,10,4223.86,42238.6
469,2025-10-14,Продукты,Хлеб,8,9426.27,75410.16
470,2025-10-30,Электроника,Ноутбук,3,8688.76,26066.28
471,2025-10-18,Книги,Роман,4,9771.65,39086.6
472,2025-10-17,Книги,Роман,3,608.2,1824.6
473,2025-10-12,Продукты,Молоко,5,8495.53,42477.65
474,2025-10-31,Электроника,Телефон,4,6684.72,26738.88
475,2025-10-16,Электроника,Наушники,5,7790.03,38950.15
476,2025-10-10,Электроника,Телефон,5,7162.91,35814.55
477,2025-11-07,Одежда,Кроссовки,9,7304.52,65740.68
478,2025-10-22,Спорт,Коврик,3,3597.5,10792.5
479,2025-10-26,Книги,Энциклопедия,5,475.83,2379.15
480,2025-11-02,Книги,Энциклопедия,8,9915.1,79320.8
481,2025-10-26,Продукты,Фрукты,5,2866.95,14334.75
482,2025-10-11,Книги,Учебник,6,6732.97,40397.82
483,2025-10-31,Электроника,Планшет,2,4137.2,8274.4
484,2025-11-03,Продукты,Яйца,2,8342.71,16685.42
485,2025-10-30,Книги,Роман,5,6072.61,30363.05
486,2025-10-15,Электроника,Ноутбук,7,5635.09,39445.63
487,2025-10-16,Спорт,Гантели,6,4145.71,24874.26
488,2025-10-14,Книги,Комикс,5,7923.4,39617.0
489,2025-11-04,Спорт,Скакалка,10,416.54,4165.4
490,2025-10-20,Книги,Роман,3,6725.24,20175.72
491,2025-10-16,Продукты,Молоко,4,3383.55,13534.2
492,2025-11-09,Продукты,Яйца,6,979.1,5874.6
493,2025-11-03,Продукты,Фрукты,8,9575.67,76605.36
494,2025-10-29,Спорт,Коврик,4,4629.38,18517.52
495,2025-10-26,Электроника,Ноутбук,2,4063.16,8126.32
496,2025-10-29,Спорт,Скакалка,10,7586.74,75867.4
497,2025-10-18,Одежда,Кроссовки,7,8019.44,56136.08
498,2025-10-12,Спорт,Коврик,10,447.36,4473.6
499,2025-11-01,Продукты,Фрукты,5,5199.45,25997.25
500,2025-11-04,Спорт,Скакалка,5,4098.28,20491.4
501,2025-10-28,Книги,Учебник,4,2356.34,9425.36
502,2025-10-26,Спорт,Коврик,7,9988.03,69916.21
503,2025-11-01,Одежда,Кроссовки,7,6344.98,44414.86
504,2025-10-15,Продукты,Хлеб,4,4510.62,18042.48
505,2025-10-24,Одежда,Кроссовки,7,6099.15,42694.05
506,2025-10-13,Продукты,Хлеб,4,9181.26,36725.04
507,2025-10-23,Книги,Энциклопедия,4,3265.64,13062.56
508,2025-10-26,Спорт,Гантели,1,443.42,443.42
509,2025-10-23,Спорт,Гантели,10,2277.21,22772.1
510,2025-10-24,Электроника,Ноутбук,4,7354.06,29416.24
511,2025-11-09,Книги,Учебник,3,6906.44,20719.32
512,2025-11-01,Одежда,Куртка,10,5170.8,51708.0
513,2025-11-09,Электроника,Планшет,8,7242.86,57942.88
514,2025-11-09,Спорт,Мяч,3,8471.63,25414.89
515,2025-11-04,Продукты,Фрукты,4,3903.57,15614.28
516,2025-11-09,Книги,Роман,8,2385.11,19080.88
517,2025-10-23,Продукты,Фрукты,4,2690.58,10762.32
518,2025-10-26,Продукты,Молоко,4,8545.79,34183.16
519,2025-11-04,Электроника,Наушники,7,1879.85,13158.95
520,2025-10-29,Одежда,Куртка,3,8245.93,24737.79
521,2025-10-17,Электроника,Телефон,3,6525.75,19577.25
522,2025-10-31,Книги,Учебник,9,4788.0,43092.0
523,2025-11-02,Одежда,Куртка,1,897.19,897.19
524,2025-10-12,Книги,Энциклопедия,1,5281.62,5281.62
525,2025-10-28,Спорт,Гантели,8,6335.31,50682.48
526,2025-10-13,Электроника,Телефон,2,1002.68,2005.36
527,2025-10-18,Электроника,Телефон,10,4574.39,45743.9
528,2025-10-20,Спорт,Мяч,8,7796.86,-62374.88
529,2025-10-29,Продукты,Молоко,8,7357.85,58862.8
530,2025-11-05,Книги,Комикс,9,2354.82,21193.38
531,2025-10-19,Электроника,Телефон,4,7821.33,31285.32
532,2025-10-29,Спорт,Скакалка,3,2601.75,7805.25
533,2025-11-01,Книги,Комикс,5,708.27,3541.35
534,2025-11-07,Спорт,Скакалка,2,9266.76,18533.52
535,2025-10-13,Электроника,Ноутбук,9,3279.06,29511.54
536,2025-10-27,Продукты,Фрукты,8,215.26,1722.08
537,2025-10-16,Электроника,Планшет,9,5711.6,51404.4
538,2025-10-25,Продукты,Молоко,6,1620.29,9721.74
539,2025-11-07,Продукты,Фрукты,4,2969.5,11878.0
540,2025-10-14,Электроника,Телефон,3,4748.58,-14245.74
541,2025-10-13,Книги,Учебник,5,3504.62,17523.1
542,2025-10-28,Продукты,Молоко,5,5681.91,28409.55
543,2025-11-04,Спорт,Скакалка,1,7251.17,7251.17
544,2025-10-27,Электроника,Ноутбук,9,7103.88,63934.92
545,2025-10-10,Книги,Энциклопедия,8,4857.18,38857.44
546,2025-10-30,Одежда,Футболка,5,9643.65,48218.25
547,2025-10-29,Продукты,Фрукты,10,9642.98,96429.8
548,2025-10-22,Электроника,Ноутбук,3,3875.38,11626.14
549,2025-10-10,Одежда,Кроссовки,2,4076.56,8153.12
550,2025-10-24,Электроника,Телефон,2,2069.78,4139.56
551,2025-10-24,Книги,Роман,5,6053.82,30269.1
552,2025-10-19,Продукты,Молоко,6,4003.04,24018.24
553,2025-10-23,Книги,Роман,2,6866.0,13732.0
554,2025-10-16,Спорт,Коврик,4,3547.09,14188.36
555,2025-10-26,Книги,Комикс,4,957.14,3828.56
556,2025-10-17,Книги,Роман,8,5930.9,47447.2
557,2025-10-26,Продукты,Хлеб,6,6024.33,36145.98
558,2025-10-31,Одежда,Джинсы,4,4711.22,18844.88
559,2025-10-16,Электроника,Телефон,10,1887.82,18878.2
560,2025-10-20,Продукты,Яйца,9,4971.18,44740.62
561,2025-10-26,Электроника,Телефон,3,3544.0,10632.0
562,2025-10-30,Одежда,Кроссовки,4,6210.76,24843.04
563,2025-10-26,Спорт,Коврик,5,7036.8,35184.0
564,2025-10-28,Электроника,Наушники,9,726.8,6541.2
565,2025-10-26,Одежда,Кроссовки,8,4611.1,36888.8
566,2025-10-27,Электроника,Наушники,10,6464.05,64640.5
567,2025-11-07,Продукты,Фрукты,8,9252.45,74019.6
568,2025-10-13,Электроника,Телефон,9,2701.41,24312.69
569,2025-10-27,Спорт,Мяч,7,3902.93,27320.51
570,2025-11-02,Продукты,Фрукты,1,6485.37,6485.37
571,2025-10-11,Книги,Комикс,10,3572.91,35729.1
572,2025-10-12,Книги,Учебник,7,1412.18,9885.26
573,2025-10-22,Одежда,Куртка,9,752.52,6772.68
574,2025-11-09,Продукты,Хлеб,9,7237.64,65138.76
575,2025-10-13,Одежда,Куртка,10,7395.28,-73952.8
576,2025-10-26,Продукты,Фрукты,4,4990.72,19962.88
577,2025-11-03,Книги,Энциклопедия,2,2233.39,4466.78
578,2025-10-16,Электроника,Телефон,5,6557.27,32786.35
579,2025-11-08,Продукты,Хлеб,1,6150.45,6150.45
580,2025-10-29,Спорт,Коврик,8,4083.57,32668.56
581,2025-10-29,Продукты,Яйца,1,3369.51,3369.51
582,2025-11-05,Спорт,Коврик,1,8117.19,8117.19
583,2025-10-10,Электроника,Телефон,7,6535.2,45746.4
584,2025-11-05,Спорт,Коврик,4,4865.27,19461.08
585,2025-10-30,Продукты,Молоко,6,598.13,3588.78
586,2025-11-07,Продукты,Фрукты,10,5468.28,54682.8
587,2025-11-08,Электроника,Телефон,8,2461.18,19689.44
588,2025-11-05,Одежда,Куртка,3,5552.39,16657.17
589,2025-10-23,Электроника,Планшет,7,4003.72,28026.04
590,2025-10-16,Спорт,Мяч,6,582.67,3496.02
591,2025-11-01,Одежда,Кроссовки,10,7967.16,79671.6
592,2025-10-22,Спорт,Коврик,2,9153.67,18307.34
593,2025-11-07,Спорт,Коврик,6,6154.86,36929.16
594,2025-10-31,Спорт,Гантели,1,3110.5,3110.5
595,2025-11-03,Электроника,Телефон,1,1772.96,1772.96
596,2025-10-15,Одежда,Джинсы,6,7897.55,47385.3
597,2025-10-30,Книги,Комикс,3,6953.34,20860.02
598,2025-10-20,Одежда,Кроссовки,4,6669.16,26676.64
599,2025-10-18,Спорт,Коврик,5,1622.42,8112.1
600,2025-11-01,Электроника,Ноутбук,5,7899.06,39495.3
601,2025-10-30,Электроника,Телефон,7,1400.34,9802.38
602,2025-11-04,Спорт,Скакалка,6,8163.44,48980.64
603,2025-10-25,Одежда,Джинсы,9,2180.37,19623.33
604,2025-10-25,Книги,Комикс,7,4347.36,30431.52
605,2025-10-19,Книги,Роман,2,6022.74,12045.48
606,2025-10-18,Продукты,Хлеб,4,108.03,432.12
607,2025-11-03,Продукты,Хлеб,7,2364.52,16551.64
608,2025-11-01,Одежда,Кроссовки,9,4680.81,42127.29
609,2025-10-26,Продукты,Хлеб,4,4293.69,-17174.76
610,2025-10-12,Продукты,Фрукты,7,2699.27,18894.89
611,2025-11-04,Электроника,Наушники,10,1737.23,17372.3
612,2025-11-01,Одежда,Футболка,10,364.49,3644.9
613,2025-11-03,Электроника,Планшет,2,502.09,1004.18
614,2025-10-22,Спорт,Мяч,7,956.55,6695.85
615,2025-11-08,Одежда,Футболка,3,9360.91,28082.73
616,2025-11-02,Спорт,Гантели,8,8960.08,71680.64
617,2025-10-26,Продукты,Молоко,7,7895.26,55266.82
618,2025-10-28,Одежда,Футболка,5,9938.31,49691.55
619,2025-10-31,Одежда,Футболка,5,6457.23,32286.15
620,2025-10-19,Книги,Комикс,6,5281.03,31686.18
621,2025-10-31,Продукты,Фрукты,2,8387.0,16774.0
622,2025-11-06,Одежда,Кроссовки,8,7958.88,63671.04
623,2025-10-22,Электроника,Наушники,5,6729.42,33647.1
624,2025-11-01,Спорт,Гантели,3,1355.8,4067.4
625,2025-11-07,Одежда,Куртка,9,3205.74,28851.66
626,2025-11-05,Книги,Роман,8,3506.52,28052.16
627,2025-10-21,Электроника,Телефон,6,1799.67,10798.02
628,2025-11-06,Книги,Роман,5,8433.14,42165.7
629,2025-10-30,Электроника,Планшет,7,3842.36,26896.52
630,2025-10-29,Продукты,Молоко,6,8453.4,50720.4
631,2025-10-28,Книги,Энциклопедия,5,6486.33,32431.65
632,2025-10-17,Одежда,Кроссовки,9,6532.9,58796.1
633,2025-11-06,Электроника,Наушники,4,9209.57,36838.28
634,2025-10-15,Продукты,Хлеб,2,1990.29,3980.58
635,2025-10-16,Книги,Учебник,1,5127.82,5127.82
636,2025-10-11,Одежда,Футболка,1,5683.15,5683.15
637,2025-11-01,Электроника,Телефон,1,1693.53,-1693.53
638,2025-10-19,Продукты,Хлеб,3,9408.58,28225.74
639,2025-11-04,Спорт,Коврик,5,6967.09,34835.45
640,2025-10-17,Продукты,Фрукты,5,4344.35,21721.75
641,2025-10-24,Спорт,Мяч,7,4672.84,32709.88
642,2025-10-11,Спорт,Мяч,5,4597.16,22985.8
643,2025-11-06,Электроника,Планшет,10,8617.83,86178.3
644,2025-10-19,Одежда,Куртка,6,2407.33,14443.98
645,2025-10-29,Спорт,Гантели,1,2985.63,2985.63
646,2025-11-06,Спорт,Мяч,3,3992.23,11976.69
647,2025-10-11,Спорт,Скакалка,9,7365.86,66292.74
648,2025-11-03,Книги,Роман,6,3333.05,19998.3
649,2025-10-17,Одежда,Кроссовки,5,3887.99,19439.95
650,2025-10-29,Электроника,Ноутбук,7,2253.74,15776.18
651,2025-11-03,Продукты,Фрукты,9,127.19,1144.71
652,2025-10-14,Спорт,Коврик,5,7641.82,38209.1
653,2025-10-22,Спорт,Коврик,1,6040.1,6040.1
654,2025-10-29,Продукты,Хлеб,7,9257.76,64804.32
655,2025-10-15,Одежда,Куртка,3,188.48,565.44
656,2025-11-04,Электроника,Ноутбук,4,9962.8,39851.2
657,2025-10-30,Электроника,Наушники,4,9883.3,39533.2
658,2025-10-24,Электроника,Наушники,10,1593.85,15938.5
659,2025-11-01,Одежда,Футболка,7,9929.35,-69505.45
660,2025-10-11,Одежда,Кроссовки,6,3679.65,-22077.9
661,2025-11-04,Книги,Роман,5,7974.76,39873.8
662,2025-11-05,Спорт,Гантели,6,159.12,954.72
663,2025-11-02,Книги,Роман,7,2301.92,16113.44
664,2025-11-04,Продукты,Фрукты,6,9522.88,57137.28
665,2025-10-23,Спорт,Скакалка,2,8424.65,16849.3
666,2025-10-31,Одежда,Кроссовки,2,8026.82,16053.64
667,2025-10-15,Продукты,Яйца,9,8513.35,76620.15
668,2025-10-11,Книги,Учебник,3,7124.62,21373.86
669,2025-11-05,Книги,Энциклопедия,9,4637.04,41733.36
670,2025-10-21,Книги,Роман,2,2444.19,4888.38
671,2025-10-30,Одежда,Футболка,7,3751.18,26258.26
672,2025-10-22,Электроника,Ноутбук,9,3171.02,28539.18
673,2025-11-03,Спорт,Мяч,4,3126.03,12504.12
674,2025-10-30,Одежда,Кроссовки,8,7775.73,62205.84
675,2025-11-09,Спорт,Коврик,8,4599.68,36797.44
676,2025-11-05,Электроника,Планшет,1,1597.32,1597.32
677,2025-11-03,Одежда,Кроссовки,3,1093.54,3280.62
678,2025-11-07,Продукты,Хлеб,4,1471.66,5886.64
679,2025-10-28,Продукты,Молоко,1,2983.88,2983.88
680,2025-10-21,Одежда,Джинсы,7,4369.69,30587.83
681,2025-10-18,Продукты,Хлеб,10,1408.97,14089.7
682,2025-10-20,Книги,Учебник,10,6895.76,68957.6
683,2025-10-16,Спорт,Скакалка,1,2788.55,2788.55
684,2025-10-13,Электроника,Телефон,5,5676.91,28384.55
685,2025-10-31,Одежда,Футболка,3,2894.69,-8684.07
686,2025-10-27,Электроника,Планшет,8,734.84,5878.72
687,2025-10-25,Продукты,Яйца,1,2301.88,2301.88
688,2025-10-27,Электроника,Телефон,3,9177.42,27532.26
689,2025-10-31,Продукты,Хлеб,5,9909.26,49546.3
690,2025-10-18,Электроника,Телефон,10,8430.13,84301.3
691,2025-11-09,Спорт,Мяч,9,2519.92,-22679.28
692,2025-10-27,Одежда,Кроссовки,5,7137.6,35688.0
693,2025-10-11,Одежда,Кроссовки,10,6369.55,63695.5
694,2025-10-18,Продукты,Молоко,2,8340.36,16680.72
695,2025-10-14,Книги,Учебник,9,2709.52,24385.68
696,2025-10-28,Одежда,Кроссовки,9,7761.69,69855.21
697,2025-11-02,Спорт,Скакалка,1,5753.23,5753.23
698,2025-10-24,Книги,Энциклопедия,1,7563.06,7563.06
699,2025-10-25,Спорт,Коврик,6,5584.53,-33507.18
700,2025-10-13,Книги,Энциклопедия,10,2412.5,24125.0
701,2025-10-12,Книги,Энциклопедия,1,7534.77,7534.77
702,2025-10-31,Электроника,Планшет,4,9403.22,37612.88
703,2025-10-28,Спорт,Скакалка,6,919.86,5519.16
704,2025-10-11,Электроника,Телефон,6,6493.85,38963.1
705,2025-11-09,Одежда,Кроссовки,10,2070.95,20709.5
706,2025-10-20,Книги,Учебник,9,4907.38,44166.42
707,2025-10-12,Одежда,Кроссовки,5,4933.97,24669.85
708,2025-10-30,Одежда,Футболка,4,5503.63,22014.52
709,2025-10-28,Спорт,Мяч,6,6608.4,39650.4
710,2025-11-06,Электроника,Планшет,2,9423.71,18847.42
711,2025-11-05,Одежда,Куртка,5,7864.14,39320.7
712,2025-11-08,Продукты,Фрукты,4,3841.84,15367.36
713,2025-10-24,Спорт,Гантели,10,7375.91,-73759.1
714,2025-10-25,Одежда,Куртка,3,9729.42,29188.26
715,2025-11-04,Продукты,Яйца,7,6779.56,47456.92
716,2025-10-25,Продукты,Хлеб,5,8678.34,43391.7
717,2025-11-05,Одежда,Куртка,10,9450.11,94501.1
718,2025-11-09,Электроника,Планшет,9,5036.7,45330.3
719,2025-11-08,Спорт,Коврик,9,9511.84,85606.56
720,2025-10-11,Продукты,Фрукты,7,1167.77,8174.39
721,2025-10-15,Книги,Учебник,7,7046.8,49327.6
722,2025-10-17,Продукты,Фрукты,7,6134.66,42942.62
723,2025-10-24,Спорт,Коврик,5,9250.98,46254.9
724,2025-10-10,Спорт,Гантели,3,2636.37,7909.11
725,2025-10-11,Книги,Энциклопедия,10,1440.34,14403.4
726,2025-11-01,Электроника,Ноутбук,8,157.36,1258.88
727,2025-10-30,Книги,Комикс,2,3165.06,6330.12
728,2025-11-07,Электроника,Планшет,10,8104.21,81042.1
729,2025-11-08,Продукты,Яйца,3,7208.81,21626.43
730,2025-11-02,Спорт,Гантели,8,8133.63,65069.04
731,2025-11-07,Электроника,Наушники,3,2227.1,6681.3
732,2025-11-09,Одежда,Куртка,8,7807.28,62458.24
733,2025-10-20,Одежда,Кроссовки,4,3973.28,15893.12
734,2025-10-28,Продукты,Хлеб,3,4680.27,14040.81
735,2025-10-31,Книги,Учебник,9,8248.4,74235.6
736,2025-10-23,Спорт,Скакалка,2,7509.57,15019.14
737,2025-10-11,Одежда,Кроссовки,4,878.04,3512.16
738,2025-11-07,Одежда,Джинсы,5,4100.97,20504.85
739,2025-10-21,Книги,Учебник,5,7121.59,35607.95
740,2025-11-03,Книги,Энциклопедия,5,6737.47,33687.35
741,2025-10-25,Спорт,Гантели,5,6176.69,30883.45
742,2025-10-22,Спорт,Коврик,4,9449.11,37796.44
743,2025-10-24,Спорт,Мяч,5,6286.08,31430.4
744,2025-11-05,Спорт,Скакалка,10,2793.18,27931.8
745,2025-10-10,Электроника,Телефон,1,5063.57,5063.57
746,2025-10-28,Продукты,Молоко,3,1130.69,-3392.07
747,2025-10-11,Книги,Учебник,4,3038.03,12152.12
748,2025-10-15,Книги,Учебник,8,1811.09,14488.72
749,2025-10-27,Одежда,Джинсы,2,3688.59,7377.18
750,2025-11-08,Одежда,Кроссовки,5,1763.65,8818.25
751,2025-11-06,Спорт,Гантели,8,7206.5,57652.0
752,2025-11-06,Спорт,Мяч,5,9162.43,45812.15
753,2025-10-10,Книги,Энциклопедия,2,8184.31,16368.62
754,2025-10-17,Одежда,Джинсы,7,5125.23,-35876.61
755,2025-10-20,Спорт,Скакалка,1,3445.84,3445.84
756,2025-10-20,Одежда,Джинсы,7,3767.85,26374.95
757,2025-11-08,Продукты,Хлеб,4,310.97,1243.88
758,2025-10-21,Одежда,Куртка,1,4624.36,4624.36
759,2025-10-13,Электроника,Телефон,9,9032.08,81288.72
760,2025-10-30,Электроника,Ноутбук,1,7597.08,7597.08
761,2025-10-10,Продукты,Молоко,6,9618.35,57710.1
762,2025-11-04,Книги,Энциклопедия,7,7230.74,50615.18
763,2025-11-05,Книги,Учебник,4,9578.08,38312.32
764,2025-10-10,Книги,Учебник,6,7661.36,45968.16
765,2025-11-04,Продукты,Молоко,3,8498.19,25494.57
766,2025-11-08,Электроника,Наушники,9,6190.46,55714.14
767,2025-10-15,Продукты,Яйца,1,4991.04,4991.04
768,2025-10-20,Книги,Учебник,2,3659.62,7319.24
769,2025-11-07,Книги,Роман,5,2563.5,12817.5
770,2025-10-29,Одежда,Куртка,1,3138.54,3138.54
771,2025-10-10,Электроника,Наушники,4,5196.49,20785.96
772,2025-10-13,Электроника,Телефон,7,6935.22,48546.54
773,2025-10-16,Спорт,Скакалка,7,1319.9,9239.3
774,2025-10-22,Продукты,Хлеб,7,2617.21,18320.47
775,2025-10-17,Электроника,Ноутбук,3,7931.13,23793.39
776,2025-10-17,Продукты,Яйца,4,194.37,777.48
777,2025-10-25,Электроника,Телефон,1,3187.51,3187.51
778,2025-10-10,Одежда,Джинсы,2,2763.27,5526.54
779,2025-11-01,Продукты,Фрукты,9,956.11,8604.99
780,2025-10-19,Электроника,Наушники,2,2213.96,4427.92
781,2025-10-25,Спорт,Скакалка,3,1982.89,5948.67
782,2025-10-23,Книги,Роман,3,7732.03,23196.09
783,2025-10-17,Одежда,Футболка,8,9917.94,79343.52
784,2025-10-17,Электроника,Наушники,4,3673.11,14692.44
785,2025-10-16,Спорт,Скакалка,3,3050.06,9150.18
786,2025-11-04,Электроника,Планшет,3,7049.59,21148.77
787,2025-10-11,Продукты,Молоко,5,7680.52,38402.6
788,2025-10-27,Книги,Комикс,3,4406.38,13219.14
789,2025-10-11,Одежда,Куртка,4,1944.42,7777.68
790,2025-10-21,Книги,Учебник,2,5846.98,11693.96
791,2025-10-10,Одежда,Джинсы,7,9196.01,64372.07
792,2025-10-19,Электроника,Наушники,4,3849.24,-15396.96
793,2025-10-26,Одежда,Кроссовки,1,5094.98,5094.98
794,2025-10-22,Книги,Роман,3,9416.84,28250.52
795,2025-10-24,Одежда,Футболка,1,1132.99,1132.99
796,2025-11-04,Одежда,Футболка,10,9993.21,99932.1
797,2025-10-23,Спорт,Коврик,8,1247.85,-9982.8
798,2025-10-24,Одежда,Футболка,9,8760.21,78841.89
799,2025-10-18,Электроника,Наушники,3,454.36,1363.08
800,2025-11-06,Спорт,Мяч,9,5547.27,49925.43
801,2025-10-20,Продукты,Молоко,4,4679.93,18719.72
802,2025-10-11,Одежда,Джинсы,6,3154.64,18927.84
803,2025-11-06,Спорт,Коврик,2,8779.82,17559.64
804,2025-10-11,Электроника,Планшет,6,8166.59,48999.54
805,2025-11-01,Продукты,Хлеб,7,8231.93,57623.51
806,2025-11-03,Электроника,Телефон,4,432.27,1729.08
807,2025-10-31,Электроника,Ноутбук,3,1816.55,5449.65
808,2025-10-28,Спорт,Мяч,3,8110.69,24332.07
809,2025-10-25,Продукты,Яйца,7,2869.61,20087.27
810,2025-10-11,Электроника,Ноутбук,5,1784.94,8924.7
811,2025-10-11,Одежда,Кроссовки,5,5733.12,-28665.6
812,2025-11-01,Продукты,Хлеб,5,8558.44,42792.2
813,2025-10-19,Одежда,Футболка,5,8141.8,40709.0
814,2025-11-03,Спорт,Гантели,4,7722.25,30889.0
815,2025-10-18,Электроника,Планшет,2,9433.74,18867.48
816,2025-10-18,Спорт,Скакалка,1,3282.17,3282.17
817,2025-10-12,Спорт,Мяч,4,6032.61,24130.44
818,2025-11-03,Книги,Энциклопедия,4,5758.18,23032.72
819,2025-11-05,Спорт,Мяч,5,174.97,874.85
820,2025-10-29,Книги,Учебник,10,8787.29,87872.9
821,2025-10-26,Одежда,Кроссовки,8,1669.84,13358.72
822,2025-10-20,Электроника,Наушники,6,2890.94,17345.64
823,2025-10-26,Книги,Энциклопедия,2,367.37,734.74
824,2025-10-16,Книги,Энциклопедия,1,5324.97,5324.97
825,2025-10-31,Продукты,Молоко,9,3702.79,33325.11
826,2025-10-31,Электроника,Телефон,1,7860.53,-7860.53
827,2025-10-29,Одежда,Джинсы,7,4553.05,31871.35
828,2025-11-05,Продукты,Молоко,6,4971.09,29826.54
829,2025-10-18,Спорт,Мяч,7,4279.55,29956.85
830,2025-10-13,Электроника,Ноутбук,7,1100.47,7703.29
831,2025-10-26,Одежда,Кроссовки,1,8235.8,8235.8
832,2025-11-01,Продукты,Фрукты,2,2269.59,4539.18
833,2025-10-25,Спорт,Скакалка,5,8283.89,41419.45
834,2025-10-14,Одежда,Куртка,4,8029.75,32119.0
835,2025-11-05,Спорт,Гантели,8,3069.02,24552.16
836,2025-10-27,Продукты,Яйца,2,2829.72,5659.44
837,2025-10-15,Спорт,Коврик,5,2140.8,10704.0
838,2025-11-04,Книги,Комикс,8,6131.52,49052.16
839,2025-10-17,Книги,Роман,8,966.18,7729.44
840,2025-10-30,Электроника,Наушники,8,575.93,4607.44
841,2025-10-28,Книги,Роман,6,9255.78,-55534.68
842,2025-10-11,Одежда,Джинсы,10,4237.38,42373.8
843,2025-10-11,Спорт,Мяч,3,6506.33,19518.99
844,2025-11-04,Продукты,Яйца,3,1081.25,3243.75
845,2025-10-10,Продукты,Фрукты,7,7347.38,51431.66
846,2025-10-24,Одежда,Кроссовки,4,2107.92,8431.68
847,2025-10-11,Книги,Роман,10,1290.02,12900.2
848,2025-11-01,Спорт,Мяч,7,2798.31,19588.17
849,2025-10-19,Продукты,Хлеб,1,257.16,257.16
850,2025-10-23,Электроника,Телефон,2,3215.21,6430.42
851,2025-10-25,Книги,Комикс,3,5198.1,15594.3
852,2025-10-31,Книги,Комикс,6,9787.85,58727.1
853,2025-10-14,Электроника,Наушники,9,6211.52,55903.68
854,2025-10-23,Книги,Комикс,5,6577.22,32886.1
855,2025-11-02,Продукты,Яйца,5,826.47,4132.35
856,2025-10-21,Одежда,Куртка,5,9972.19,49860.95
857,2025-10-27,Одежда,Куртка,5,6363.43,31817.15
858,2025-11-07,Книги,Роман,4,4234.59,16938.36
859,2025-10-23,Спорт,Коврик,6,5800.6,34803.6
860,2025-10-22,Электроника,Планшет,8,3324.63,26597.04
861,2025-10-13,Продукты,Хлеб,5,4868.53,24342.65
862,2025-10-15,Одежда,Куртка,6,4386.96,26321.76
863,2025-10-26,Продукты,Яйца,7,6884.47,48191.29
864,2025-10-27,Книги,Учебник,8,2546.96,20375.68
865,2025-11-05,Одежда,Футболка,9,6012.97,54116.73
866,2025-11-06,Спорт,Гантели,6,2727.17,16363.02
867,2025-10-22,Одежда,Футболка,6,1818.39,10910.34
868,2025-11-09,Спорт,Гантели,9,2053.6,18482.4
869,2025-11-02,Электроника,Ноутбук,2,7433.99,14867.98
870,2025-10-19,Одежда,Футболка,1,6910.78,6910.78
871,2025-10-16,Продукты,Фрукты,10,9159.02,91590.2
872,2025-10-24,Электроника,Ноутбук,9,5263.56,47372.04
873,2025-11-05,Спорт,Гантели,8,6838.27,54706.16
874,2025-10-11,Книги,Энциклопедия,4,4260.32,17041.28
875,2025-10-17,Продукты,Хлеб,9,8872.87,79855.83
876,2025-10-30,Книги,Энциклопедия,10,613.84,6138.4
877,2025-10-24,Книги,Энциклопедия,4,3756.64,15026.56
878,2025-11-08,Одежда,Футболка,8,1159.23,9273.84
879,2025-11-02,Книги,Роман,3,4753.84,14261.52
880,2025-10-10,Продукты,Фрукты,6,4597.33,27583.98
881,2025-10-28,Продукты,Хлеб,1,416.43,416.43
882,2025-10-28,Спорт,Скакалка,1,8860.43,8860.43
883,2025-10-10,Продукты,Хлеб,6,4906.62,29439.72
884,2025-10-31,Книги,Энциклопедия,3,5134.83,15404.49
885,2025-11-01,Электроника,Планшет,6,7869.79,47218.74
886,2025-10-25,Одежда,Джинсы,6,4586.68,27520.08
887,2025-10-10,Одежда,Кроссовки,1,5652.47,5652.47
888,2025-10-20,Спорт,Гантели,9,3395.79,30562.11
889,2025-11-03,Продукты,Хлеб,9,7994.32,71948.88
890,2025-10-19,Книги,Комикс,6,8358.62,50151.72
891,2025-10-14,Электроника,Планшет,3,3859.38,11578.14
892,2025-10-26,Одежда,Футболка,5,7689.33,38446.65
893,2025-10-23,Одежда,Кроссовки,2,7526.18,15052.36
