transaction_id,date,customer_id,category,product,quantity,price,amount
421,2025-11-03,105,Одежда,Джинсы,1,1169.61,1169.61
422,2025-10-14,116,Продукты,Фрукты,1,4740.44,4740.44
423,2025-10-26,144,Спорт,Скакалка,7,5387.46,37712.22
424,2025-10-27,110,Электроника,Ноутбук,8,4928.82,39430.56
425,2025-10-24,150,Электроника,Наушники,1,6189.72,6189.72
426,2025-11-01,126,Электроника,Наушники,5,4767.31,23836.55
427,2025-10-23,151,Спорт,Гантели,9,3820.32,-34382.88
428,2025-11-07,111,Спорт,Скакалка,7,8927.01,62489.07
429,2025-10-18,132,Спорт,Гантели,8,8839.09,70712.72
430,2025-10-11,144,Электроника,Наушники,9,444.98,4004.82
431,2025-11-02,109,Одежда,Куртка,9,9424.7,84822.3
432,2025-10-23,176,Продукты,Хлеб,10,8197.95,81979.5
433,2025-11-02,190,Одежда,Футболка,7,826.97,5788.79
434,2025-10-18,188,Книги,Учебник,8,6295.19,50361.52
435,2025-10-26,198,Спорт,Коврик,1,3537.55,3537.55
436,2025-10-16,106,Книги,Комикс,8,9481.09,75848.72
437,2025-10-24,194,Спорт,Скакалка,5,1234.99,6174.95
438,2025-10-21,195,Электроника,Телефон,7,3441.15,-24088.05
439,2025-11-07,157,Спорт,Гантели,8,9936.78,79494.24
440,2025-10-27,104,Электроника,Ноутбук,10,3792.63,37926.3
441,2025-10-17,134,Продукты,Хлеб,6,3434.25,20605.5
442,2025-10-29,121,Электроника,Наушники,2,3007.7,6015.4
443,2025-10-29,120,Электроника,Наушники,7,9534.82,66743.74
444,2025-11-03,104,Одежда,Куртка,2,8169.56,16339.12
445,2025-11-03,134,Книги,Учебник,5,8151.03,40755.15
446,2025-10-31,106,Продукты,Яйца,8,5219.52,41756.16
447,2025-10-22,124,Книги,Энциклопедия,8,6127.76,49022.08
448,2025-10-12,175,Электроника,Ноутбук,1,7117.7,7117.7
449,2025-10-30,190,Спорт,Скакалка,8,9298.94,74391.52
450,2025-10-29,174,Электроника,Наушники,6,6671.45,40028.7
451,2025-11-02,161,Спорт,Гантели,4,332.17,1328.68
452,2025-11-02,161,Продукты,Фрукты,1,2674.46,2674.46
453,2025-11-09,172,Книги,Роман,9,3393.95,30545.55
454,2025-10-22,157,Продукты,Яйца,4,7433.0,29732.0
455,2025-11-01,180,Спорт,Гантели,7,8487.53,59412.71
456,2025-11-10,136,Электроника,Планшет,5,2733.01,13665.05
457,2025-11-06,154,Продукты,Молоко,3,4544.41,13633.23
458,2025-10-27,164,Электроника,Ноутбук,4,5063.22,20252.88
459,2025-10-25,195,Книги,Роман,3,7630.98,22892.94
460,2025-11-03,125,Продукты,Фрукты,3,271.52,814.56
461,2025-11-04,161,Одежда,Кроссовки,3,4671.43,14014.29
462,2025-11-10,119,Электроника,Планшет,4,5912.42,23649.68
463,2025-10-13,180,Электроника,Наушники,2,2486.75,4973.5
464,2025-10-12,126,Электроника,Планшет,5,1800.84,9004.2
465,2025-11-05,174,Спорт,Гантели,4,7262.09,29048.36
466,2025-11-09,170,Одежда,Кроссовки,2,9450.81,18901.62
467,2025-10-28,150,Продукты,Хлеб,9,1892.92,17036.28
468,2025-10-28,122,Электроника,Телефон,2,2137.6,4275.2
469,2025-10-31,101,Одежда,Куртка,6,9575.76,57454.56
470,2025-10-16,124,Спорт,Гантели,6,5279.49,31676.94
471,2025-10-16,197,Электроника,Планшет,9,1909.2,17182.8
472,2025-11-07,117,Спорт,Скакалка,2,1241.78,2483.56
473,2025-11-01,160,Спорт,Мяч,7,1641.99,11493.93
474,2025-10-17,156,Электроника,Наушники,2,2930.93,5861.86
475,2025-11-01,178,Книги,Комикс,7,9937.51,69562.57
476,2025-10-20,193,Книги,Энциклопедия,8,9065.67,72525.36
477,2025-11-10,128,Электроника,Наушники,9,2101.07,-18909.63
478,2025-10-11,192,Книги,Учебник,9,1878.7,16908.3
479,2025-10-23,188,Одежда,Кроссовки,1,6347.62,6347.62
480,2025-10-13,186,Продукты,Молоко,8,9103.26,-72826.08
481,2025-10-26,182,Электроника,Ноутбук,4,9342.22,37368.88
482,2025-10-14,156,Книги,Комикс,7,592.78,4149.46
483,2025-10-13,101,Книги,Комикс,10,1833.15,18331.5
484,2025-11-03,135,Книги,Комикс,1,486.87,486.87
485,2025-10-25,169,Одежда,Джинсы,2,7264.69,14529.38
486,2025-10-25,145,Спорт,Скакалка,7,9305.07,65135.49
487,2025-11-09,194,Одежда,Кроссовки,10,5932.99,59329.9
488,2025-11-01,152,Книги,Роман,10,7935.97,79359.7
489,2025-11-05,191,Продукты,Яйца,9,7487.27,67385.43
490,2025-11-04,138,Одежда,Куртка,1,2348.1,2348.1
491,2025-10-13,121,Книги,Роман,9,1136.02,10224.18
492,2025-10-22,141,Электроника,Планшет,3,1358.87,4076.61
493,2025-10-31,107,Электроника,Наушники,8,1386.32,11090.56
494,2025-10-21,173,Книги,Роман,1,4086.1,4086.1
495,2025-10-27,158,Продукты,Молоко,6,7898.71,47392.26
496,2025-10-26,116,Электроника,Планшет,7,363.8,2546.6
497,2025-11-08,177,Книги,Роман,9,2847.52,25627.68
498,2025-10-29,182,Электроника,Ноутбук,3,2601.56,7804.68
499,2025-10-12,160,Книги,Энциклопедия,9,6580.57,59225.13
500,2025-10-22,189,Продукты,Яйца,2,3714.17,7428.34
501,2025-10-18,182,Книги,Роман,10,6506.96,65069.6
502,2025-11-02,162,Спорт,Коврик,2,9963.05,19926.1
503,2025-11-01,107,Одежда,Джинсы,2,5540.91,11081.82
504,2025-10-29,125,Одежда,Куртка,3,7501.76,22505.28
505,2025-10-28,110,Одежда,Джинсы,3,8002.7,24008.1
506,2025-10-13,186,Спорт,Скакалка,9,9010.69,81096.21
507,2025-11-01,163,Одежда,Джинсы,10,518.99,5189.9
508,2025-10-26,165,Электроника,Планшет,1,9481.98,-9481.98
509,2025-10-18,182,Книги,Комикс,10,138.62,1386.2
510,2025-11-03,125,Электроника,Ноутбук,5,9640.39,48201.95
511,2025-10-11,181,Продукты,Молоко,8,3032.06,24256.48
512,2025-10-13,114,Продукты,Молоко,7,7632.63,53428.41
513,2025-10-28,139,Продукты,Яйца,10,7846.78,78467.8
514,2025-10-17,154,Спорт,Скакалка,4,5241.21,20964.84
515,2025-10-19,154,Продукты,Яйца,10,4165.09,41650.9
516,2025-11-08,107,Одежда,Джинсы,3,6812.74,20438.22
517,2025-10-24,152,Продукты,Хлеб,10,5447.91,54479.1
518,2025-10-17,147,Одежда,Кроссовки,4,5873.99,23495.96
519,2025-10-25,109,Одежда,Джинсы,1,949.45,949.45
520,2025-10-24,155,Одежда,Кроссовки,8,2985.79,23886.32
521,2025-11-03,161,Книги,Комикс,1,5866.95,5866.95
522,2025-11-03,143,Продукты,Фрукты,7,560.2,3921.4
523,2025-11-09,166,Электроника,Телефон,5,8684.88,43424.4
524,2025-10-18,127,Спорт,Скакалка,3,3018.5,9055.5
525,2025-10-14,130,Книги,Учебник,8,7068.61,56548.88
526,2025-11-02,159,Электроника,Планшет,1,9302.52,9302.52
527,2025-10-25,120,Одежда,Джинсы,6,4253.96,25523.76
528,2025-10-17,182,Электроника,Наушники,7,1881.65,13171.55
529,2025-11-08,187,Продукты,Хлеб,8,6964.12,55712.96
530,2025-10-17,145,Продукты,Яйца,4,1010.0,4040.0
531,2025-10-13,152,Электроника,Телефон,3,3880.62,11641.86
532,2025-10-17,167,Электроника,Ноутбук,8,3665.91,29327.28
533,2025-10-30,183,Электроника,Телефон,8,4524.38,36195.04
534,2025-10-21,195,Книги,Роман,2,7806.03,15612.06
535,2025-10-19,159,Спорт,Мяч,8,6225.66,49805.28
536,2025-10-17,184,Одежда,Футболка,2,7744.91,15489.82
537,2025-10-26,171,Книги,Энциклопедия,10,7761.98,77619.8
538,2025-10-21,159,Одежда,Джинсы,5,5524.39,27621.95
539,2025-10-21,113,Продукты,Молоко,8,1353.81,10830.48
540,2025-10-23,190,Одежда,Джинсы,7,102.12,714.84
541,2025-11-01,199,Одежда,Футболка,9,9839.9,88559.1
542,2025-10-14,196,Книги,Роман,8,4856.04,38848.32
543,2025-10-28,168,Одежда,Футболка,8,3210.0,25680.0
544,2025-11-10,148,Одежда,Кроссовки,10,1325.87,13258.7
545,2025-10-22,187,Электроника,Планшет,4,7052.75,28211.0
546,2025-10-21,145,Книги,Комикс,2,7714.98,15429.96
547,2025-10-26,138,Одежда,Джинсы,6,2761.13,16566.78
548,2025-10-22,153,Электроника,Наушники,8,7773.95,62191.6
549,2025-10-30,169,Книги,Энциклопедия,10,2828.59,28285.9
550,2025-10-13,112,Одежда,Куртка,2,1645.04,3290.08
551,2025-10-21,191,Спорт,Коврик,9,2411.13,21700.17
552,2025-10-11,187,Одежда,Футболка,3,8006.18,24018.54
553,2025-10-20,179,Спорт,Коврик,6,2630.72,15784.32
554,2025-10-20,156,Электроника,Наушники,6,5219.7,31318.2
555,2025-10-11,105,Книги,Комикс,3,2864.41,8593.23
556,2025-11-08,166,Электроника,Телефон,8,4618.44,36947.52
557,2025-10-27,102,Электроника,Телефон,9,8727.19,78544.71
558,2025-11-07,132,Книги,Учебник,10,5781.79,57817.9
559,2025-11-03,110,Книги,Роман,1,786.54,786.54
560,2025-11-07,140,Книги,Учебник,6,8569.17,51415.02
561,2025-10-12,122,Одежда,Футболка,10,4152.81,-41528.1
562,2025-10-11,128,Книги,Учебник,2,4816.53,9633.06
563,2025-10-31,193,Одежда,Футболка,2,8341.23,16682.46
564,2025-11-02,141,Продукты,Молоко,6,5413.62,32481.72
565,2025-11-01,133,Электроника,Наушники,6,7286.86,43721.16
566,2025-10-30,101,Спорт,Мяч,7,9885.77,69200.39
567,2025-10-20,164,Спорт,Мяч,8,7334.2,58673.6
568,2025-10-22,114,Спорт,Коврик,2,8187.68,16375.36
569,2025-11-04,147,Книги,Энциклопедия,8,7029.85,56238.8
570,2025-10-21,104,Спорт,Коврик,1,3530.97,3530.97
571,2025-10-30,170,Спорт,Мяч,7,3763.39,26343.73
572,2025-10-30,162,Спорт,Мяч,3,2547.87,7643.61
573,2025-10-11,115,Электроника,Наушники,4,6875.02,27500.08
574,2025-10-14,185,Продукты,Фрукты,1,6670.53,6670.53
575,2025-10-20,187,Книги,Энциклопедия,1,252.31,252.31
576,2025-10-21,198,Спорт,Скакалка,5,5560.12,27800.6
577,2025-10-16,119,Одежда,Джинсы,8,7575.39,60603.12
578,2025-10-22,170,Спорт,Коврик,1,2782.28,2782.28
579,2025-10-31,128,Спорт,Мяч,1,8084.73,8084.73
580,2025-11-10,189,Спорт,Коврик,7,7359.04,51513.28
581,2025-11-06,181,Продукты,Фрукты,10,6562.76,65627.6
582,2025-10-28,147,Продукты,Фрукты,2,6467.83,12935.66
583,2025-11-03,119,Книги,Энциклопедия,1,7735.17,7735.17
584,2025-10-30,174,Электроника,Планшет,6,3119.86,18719.16
585,2025-10-26,136,Электроника,Наушники,2,3409.86,6819.72
586,2025-10-14,175,Электроника,Наушники,9,1798.99,16190.91
587,2025-10-26,169,Книги,Комикс,5,785.99,3929.95
588,2025-10-27,128,Продукты,Молоко,2,6571.98,-13143.96
589,2025-10-30,190,Продукты,Хлеб,9,6570.14,59131.26
590,2025-10-17,198,Спорт,Мяч,6,8973.64,53841.84
591,2025-11-06,120,Спорт,Коврик,10,420.37,4203.7
592,2025-11-06,144,Электроника,Планшет,9,1403.51,12631.59
593,2025-10-12,115,Спорт,Гантели,4,6389.08,25556.32
594,2025-11-02,135,Книги,Энциклопедия,6,7837.07,47022.42
595,2025-10-16,160,Электроника,Наушники,7,4593.24,32152.68
596,2025-10-21,116,Книги,Энциклопедия,10,1703.58,17035.8
597,2025-10-13,176,Спорт,Коврик,8,3564.42,28515.36
598,2025-11-10,190,Спорт,Мяч,1,9547.36,9547.36
599,2025-10-13,180,Спорт,Скакалка,3,9168.35,27505.05
600,2025-10-30,100,Книги,Учебник,10,2658.52,26585.2
601,2025-11-02,160,Книги,Комикс,7,8910.95,62376.65
602,2025-10-28,167,Одежда,Футболка,5,1399.28,6996.4
603,2025-11-03,150,Спорт,Мяч,3,3666.02,10998.06
604,2025-11-03,148,Книги,Энциклопедия,2,1667.05,3334.1
605,2025-10-23,162,Продукты,Молоко,7,9603.2,67222.4
606,2025-11-09,175,Книги,Учебник,9,7092.52,63832.68
607,2025-11-05,155,Спорт,Мяч,8,2097.59,16780.72
608,2025-10-21,124,Электроника,Ноутбук,6,2367.08,14202.48
609,2025-10-15,195,Книги,Комикс,3,8861.21,26583.63
610,2025-10-20,110,Спорт,Мяч,1,2333.92,2333.92
611,2025-11-03,151,Книги,Роман,3,4587.58,13762.74
612,2025-11-10,106,Спорт,Мяч,1,2687.65,2687.65
613,2025-11-01,122,Книги,Роман,5,855.94,4279.7
614,2025-10-18,147,Электроника,Планшет,1,2797.44,2797.44
615,2025-10-18,169,Электроника,Наушники,1,5280.81,5280.81
616,2025-10-18,183,Одежда,Кроссовки,4,1555.01,6220.04
617,2025-10-12,196,Спорт,Мяч,9,8191.78,73726.02
618,2025-11-05,115,Одежда,Кроссовки,9,8186.13,-73675.17
619,2025-11-06,168,Одежда,Джинсы,2,7147.64,14295.28
620,2025-10-27,128,Продукты,Фрукты,5,6482.12,32410.6
621,2025-11-08,197,Электроника,Телефон,7,1913.25,13392.75
622,2025-10-15,109,Продукты,Яйца,4,2625.44,10501.76
623,2025-11-09,133,Электроника,Ноутбук,10,1934.83,19348.3
624,2025-10-22,156,Продукты,Молоко,5,5624.17,-28120.85
625,2025-10-25,193,Одежда,Кроссовки,4,9605.15,38420.6
626,2025-11-04,176,Книги,Комикс,8,347.18,2777.44
627,2025-11-03,125,Продукты,Хлеб,10,5376.76,53767.6
628,2025-10-24,190,Электроника,Телефон,5,216.26,1081.3
629,2025-10-27,181,Спорт,Скакалка,8,5768.79,46150.32
630,2025-10-30,142,Электроника,Телефон,8,7529.26,60234.08
631,2025-10-25,101,Электроника,Планшет,5,6628.17,33140.85
632,2025-10-27,133,Книги,Энциклопедия,1,6674.65,6674.65
633,2025-11-04,107,Книги,Учебник,10,6704.56,67045.6
634,2025-10-30,148,Книги,Роман,1,9414.93,9414.93
635,2025-10-19,183,Одежда,Кроссовки,6,361.88,-2171.28
636,2025-11-08,122,Электроника,Ноутбук,9,7465.73,67191.57
637,2025-10-11,117,Одежда,Куртка,6,2777.2,16663.2
638,2025-10-13,118,Книги,Учебник,7,9212.12,64484.84
639,2025-10-25,110,Спорт,Мяч,2,8923.52,17847.04
640,2025-10-22,178,Книги,Роман,2,4304.98,8609.96
641,2025-10-24,173,Электроника,Телефон,3,9314.23,27942.69
642,2025-11-06,135,Электроника,Телефон,9,3051.76,27465.84
643,2025-10-23,169,Книги,Комикс,6,6977.55,41865.3
644,2025-10-24,129,Одежда,Джинсы,4,761.26,3045.04
645,2025-11-02,108,Электроника,Телефон,7,3577.43,25042.01
646,2025-10-20,160,Одежда,Куртка,2,9632.84,19265.68
647,2025-10-25,190,Продукты,Хлеб,4,9121.7,36486.8
648,2025-10-29,112,Продукты,Яйца,6,8507.46,51044.76
649,2025-11-04,131,Спорт,Гантели,4,4683.4,18733.6
650,2025-10-25,184,Одежда,Джинсы,9,7913.39,71220.51
651,2025-11-06,132,Электроника,Планшет,5,906.86,4534.3
652,2025-10-16,182,Продукты,Фрукты,10,1311.33,13113.3
653,2025-10-14,160,Одежда,Кроссовки,7,878.79,6151.53
654,2025-11-07,163,Продукты,Хлеб,3,6308.86,18926.58
655,2025-10-27,138,Спорт,Мяч,6,6499.34,38996.04
656,2025-11-09,186,Продукты,Яйца,3,2949.69,8849.07
657,2025-10-23,172,Продукты,Яйца,5,4561.93,22809.65
658,2025-11-02,143,Продукты,Яйца,8,2616.69,20933.52
659,2025-11-08,177,Продукты,Фрукты,2,8009.58,16019.16
660,2025-11-03,151,Электроника,Наушники,7,3045.44,21318.08
661,2025-10-30,159,Книги,Комикс,7,105.98,741.86
662,2025-10-23,166,Спорт,Гантели,1,118.19,118.19
663,2025-11-08,130,Книги,Роман,10,8873.25,88732.5
664,2025-10-24,126,Продукты,Молоко,8,6524.26,52194.08
665,2025-10-23,119,Спорт,Мяч,3,4069.84,-12209.52
666,2025-10-21,132,Одежда,Кроссовки,6,3650.12,21900.72
667,2025-10-17,184,Книги,Учебник,1,2206.15,2206.15
668,2025-11-08,100,Спорт,Скакалка,4,2545.59,10182.36
669,2025-10-11,166,Книги,Энциклопедия,7,7196.19,50373.33
670,2025-10-22,184,Одежда,Кроссовки,1,4468.81,4468.81
671,2025-10-14,161,Одежда,Куртка,6,7834.32,47005.92
672,2025-10-24,150,Продукты,Молоко,3,2769.46,8308.38
673,2025-10-16,102,Одежда,Джинсы,8,4476.85,35814.8
674,2025-10-18,171,Одежда,Куртка,6,1886.43,11318.58
675,2025-11-02,155,Одежда,Футболка,8,2210.2,17681.6
676,2025-10-25,111,Электроника,Телефон,10,2328.45,23284.5
677,2025-10-11,170,Книги,Учебник,4,6050.46,24201.84
678,2025-11-07,145,Одежда,Кроссовки,9,2801.25,25211.25
679,2025-11-05,185,Книги,Энциклопедия,2,1737.14,3474.28
680,2025-10-27,114,Продукты,Фрукты,9,6798.35,61185.15
681,2025-10-27,180,Книги,Комикс,6,112.54,675.24
682,2025-11-01,106,Одежда,Куртка,4,5125.93,20503.72
683,2025-11-05,128,Одежда,Джинсы,9,7497.98,67481.82
684,2025-10-16,185,Продукты,Яйца,7,2282.37,15976.59
685,2025-11-01,114,Продукты,Молоко,6,3974.65,23847.9
686,2025-11-03,196,Продукты,Молоко,6,6007.58,36045.48
687,2025-10-26,103,Продукты,Фрукты,8,1854.99,14839.92
688,2025-10-11,188,Электроника,Телефон,5,3756.83,18784.15
689,2025-11-04,138,Книги,Учебник,4,7667.22,30668.88
690,2025-11-01,187,Одежда,Футболка,1,9292.36,9292.36
691,2025-11-09,200,Продукты,Яйца,8,7244.12,57952.96
692,2025-10-16,179,Электроника,Наушники,10,8573.82,85738.2
693,2025-11-03,133,Книги,Учебник,10,584.84,5848.4
694,2025-11-05,184,Книги,Учебник,1,3109.62,3109.62
695,2025-10-11,181,Спорт,Коврик,2,3297.76,6595.52
696,2025-10-23,172,Книги,Роман,7,1069.74,7488.18
697,2025-11-09,166,Одежда,Джинсы,10,4285.46,42854.6
698,2025-10-13,155,Продукты,Яйца,3,5289.98,15869.94
699,2025-11-02,121,Продукты,Хлеб,9,6722.98,60506.82
700,2025-11-08,133,Спорт,Коврик,4,1470.59,5882.36
701,2025-10-24,126,Электроника,Телефон,9,8870.79,79837.11
702,2025-10-24,109,Книги,Роман,4,5321.03,-21284.12
703,2025-11-08,117,Продукты,Хлеб,1,8317.32,8317.32
704,2025-11-05,104,Продукты,Яйца,4,4723.41,18893.64
705,2025-10-26,101,Спорт,Мяч,9,8160.32,73442.88
706,2025-10-30,189,Спорт,Гантели,4,7163.54,28654.16
707,2025-11-06,163,Электроника,Ноутбук,2,9809.76,19619.52
708,2025-10-19,163,Спорт,Гантели,8,9320.55,74564.4
709,2025-11-06,101,Спорт,Коврик,10,4407.03,44070.3
710,2025-10-14,141,Электроника,Телефон,5,1134.36,5671.8
711,2025-10-21,149,Книги,Роман,7,2378.4,16648.8
712,2025-11-01,162,Одежда,Футболка,2,8045.36,16090.72
713,2025-10-11,166,Книги,Энциклопедия,3,3964.98,11894.94
714,2025-10-18,185,Электроника,Наушники,8,2410.98,19287.84
715,2025-10-22,184,Электроника,Планшет,2,6572.99,13145.98
716,2025-11-01,177,Продукты,Молоко,10,6863.69,68636.9
717,2025-11-06,159,Одежда,Джинсы,10,125.79,1257.9
718,2025-11-09,166,Электроника,Планшет,5,3067.44,15337.2
719,2025-10-12,156,Продукты,Хлеб,1,2200.26,2200.26
720,2025-11-08,181,Электроника,Телефон,4,9568.31,-38273.24
721,2025-10-15,152,Спорт,Скакалка,1,5594.8,5594.8
722,2025-10-14,111,Электроника,Планшет,7,2993.59,20955.13
723,2025-10-21,112,Продукты,Фрукты,5,412.63,2063.15
724,2025-10-15,178,Одежда,Футболка,1,4497.1,4497.1
725,2025-11-09,155,Одежда,Футболка,8,9812.85,78502.8
726,2025-10-22,162,Продукты,Хлеб,10,2413.68,24136.8
727,2025-10-28,100,Спорт,Мяч,6,4107.23,24643.38
728,2025-10-27,101,Электроника,Телефон,6,2908.82,17452.92
729,2025-10-14,136,Продукты,Яйца,6,886.18,-5317.08
730,2025-11-02,110,Продукты,Хлеб,7,4222.65,29558.55
731,2025-10-14,163,Спорт,Гантели,10,2154.45,21544.5
732,2025-10-11,103,Электроника,Телефон,5,4493.03,22465.15
733,2025-11-06,139,Спорт,Коврик,10,5494.02,54940.2
734,2025-10-25,197,Книги,Роман,10,4449.31,44493.1
735,2025-10-21,167,Одежда,Футболка,6,9026.73,54160.38
736,2025-10-13,158,Электроника,Телефон,10,7740.07,77400.7
737,2025-10-17,162,Спорт,Коврик,8,2837.85,22702.8
738,2025-11-02,133,Одежда,Джинсы,1,596.05,596.05
739,2025-11-02,130,Книги,Роман,9,4231.62,38084.58
740,2025-10-29,194,Книги,Роман,7,8144.84,57013.88
741,2025-10-15,189,Одежда,Джинсы,1,1621.34,1621.34
742,2025-10-16,104,Книги,Энциклопедия,8,1971.45,15771.6
743,2025-11-01,180,Книги,Комикс,10,5163.57,51635.7
744,2025-10-30,150,Продукты,Фрукты,8,7008.27,56066.16
745,2025-11-10,172,Электроника,Телефон,9,4425.25,39827.25
746,2025-10-16,117,Электроника,Наушники,10,6004.0,60040.0
747,2025-10-21,135,Книги,Комикс,5,7639.53,38197.65
748,2025-10-13,100,Продукты,Фрукты,5,2418.98,12094.9
749,2025-10-13,155,Одежда,Джинсы,8,5623.2,44985.6
750,2025-11-05,179,Книги,Энциклопедия,9,5318.4,47865.6
751,2025-10-26,153,Продукты,Яйца,4,7353.15,29412.6
752,2025-10-16,146,Одежда,Куртка,10,8460.66,84606.6
753,2025-10-27,128,Электроника,Телефон,7,6700.38,46902.66
754,2025-10-28,118,Продукты,Хлеб,1,4006.6,4006.6
755,2025-10-16,143,Одежда,Кроссовки,9,7957.56,71618.04
756,2025-10-24,188,Одежда,Кроссовки,10,8278.58,82785.8
757,2025-11-04,176,Одежда,Кроссовки,8,2140.04,-17120.32
758,2025-10-14,153,Электроника,Телефон,4,6480.36,25921.44
759,2025-11-08,173,Спорт,Мяч,8,488.66,3909.28
760,2025-10-25,167,Одежда,Джинсы,9,6055.21,54496.89
761,2025-11-09,150,Продукты,Яйца,5,1735.92,8679.6
762,2025-10-15,107,Спорт,Скакалка,4,994.88,3979.52
763,2025-10-14,193,Одежда,Куртка,1,9219.78,9219.78
764,2025-10-31,142,Электроника,Планшет,9,1264.83,11383.47
765,2025-10-28,164,Продукты,Молоко,7,9547.6,66833.2
766,2025-10-16,190,Книги,Учебник,9,3510.58,31595.22
767,2025-10-16,166,Спорт,Коврик,6,3523.26,21139.56
768,2025-11-10,178,Продукты,Хлеб,10,8069.96,80699.6
769,2025-11-02,107,Спорт,Гантели,9,8786.94,-79082.46
770,2025-11-02,181,Книги,Энциклопедия,2,890.57,1781.14
771,2025-10-24,121,Одежда,Кроссовки,6,971.87,5831.22
772,2025-10-29,111,Одежда,Футболка,4,9742.81,38971.24
773,2025-10-12,164,Одежда,Джинсы,7,6825.2,47776.4
774,2025-10-26,199,Одежда,Кроссовки,5,6912.34,34561.7
775,2025-11-10,181,Книги,Учебник,1,5234.62,5234.62
776,2025-10-27,146,Спорт,Скакалка,4,9511.95,38047.8
777,2025-11-08,103,Спорт,Скакалка,4,2116.55,8466.2
778,2025-11-10,158,Электроника,Планшет,2,8626.28,17252.56
779,2025-10-18,117,Одежда,Кроссовки,10,4730.42,47304.2
780,2025-11-01,183,Одежда,Кроссовки,6,6887.31,-41323.86
781,2025-10-27,110,Электроника,Планшет,6,2786.43,16718.58
782,2025-10-24,150,Продукты,Молоко,9,2406.17,21655.53
783,2025-10-17,172,Книги,Учебник,8,1037.54,8300.32
784,2025-11-01,177,Продукты,Хлеб,5,3142.6,15713.0
785,2025-10-28,100,Электроника,Наушники,7,1621.62,11351.34
786,2025-10-31,155,Электроника,Наушники,3,9925.11,29775.33
787,2025-10-24,135,Продукты,Фрукты,2,3264.24,6528.48
788,2025-10-16,147,Книги,Комикс,10,5781.37,57813.7
789,2025-10-13,106,Спорт,Гантели,4,1622.79,6491.16
790,2025-10-12,135,Продукты,Хлеб,9,6696.65,60269.85
791,2025-10-24,109,Книги,Комикс,6,9466.02,56796.12
792,2025-11-05,135,Одежда,Куртка,10,3663.52,36635.2
793,2025-10-15,118,Спорт,Скакалка,3,6311.65,18934.95
794,2025-10-21,135,Книги,Комикс,4,4463.88,17855.52
795,2025-10-14,122,Книги,Комикс,8,3372.73,26981.84
796,2025-11-08,130,Одежда,Джинсы,9,8162.24,-73460.16
797,2025-10-31,109,Книги,Энциклопедия,1,881.57,881.57
798,2025-10-14,168,Книги,Комикс,8,5831.08,46648.64
799,2025-10-28,125,Электроника,Телефон,8,1261.41,10091.28
800,2025-10-24,121,Продукты,Яйца,2,8647.11,17294.22
801,2025-11-07,157,Книги,Энциклопедия,4,6980.91,27923.64
802,2025-11-10,135,Продукты,Фрукты,1,7163.69,7163.69
803,2025-10-25,152,Книги,Учебник,3,7091.24,21273.72
804,2025-11-05,134,Продукты,Яйца,4,3745.48,14981.92
805,2025-10-19,173,Продукты,Молоко,6,3099.3,-18595.8
806,2025-10-18,199,Продукты,Хлеб,4,3570.14,14280.56
807,2025-10-26,148,Спорт,Коврик,4,8089.62,32358.48
808,2025-10-28,163,Электроника,Ноутбук,1,2932.69,2932.69
809,2025-10-26,170,Книги,Роман,4,2379.2,9516.8
810,2025-11-10,175,Одежда,Джинсы,10,6779.62,67796.2
811,2025-11-09,156,Продукты,Фрукты,3,3085.76,9257.28
812,2025-11-03,146,Продукты,Молоко,3,2696.6,-8089.8
813,2025-11-09,185,Электроника,Телефон,5,7022.18,35110.9
814,2025-11-03,197,Электроника,Ноутбук,7,8051.5,56360.5
815,2025-10-13,112,Продукты,Фрукты,7,272.24,1905.68
816,2025-10-22,120,Книги,Комикс,5,6878.5,34392.5
817,2025-10-14,172,Спорт,Гантели,6,374.86,2249.16
818,2025-10-16,189,Электроника,Телефон,8,266.01,2128.08
819,2025-10-12,104,Электроника,Ноутбук,10,7884.6,78846.0
820,2025-10-31,113,Книги,Комикс,10,5083.27,50832.7
821,2025-10-30,101,Электроника,Наушники,2,3802.46,7604.92
822,2025-11-10,100,Продукты,Яйца,4,3022.63,12090.52
823,2025-11-10,146,Книги,Энциклопедия,1,1658.11,1658.11
824,2025-10-30,146,Одежда,Джинсы,5,7883.99,39419.95
825,2025-11-04,106,Продукты,Фрукты,7,4896.4,34274.8
826,2025-10-30,104,Книги,Комикс,3,6649.58,19948.74
827,2025-10-25,123,Одежда,Кроссовки,8,9498.34,75986.72
828,2025-10-23,137,Электроника,Планшет,7,4483.62,31385.34
829,2025-10-29,149,Продукты,Фрукты,9,2240.22,20161.98
830,2025-10-27,115,Книги,Учебник,10,9517.25,95172.5
831,2025-10-18,181,Продукты,Фрукты,5,6864.17,34320.85
832,2025-11-03,185,Одежда,Джинсы,2,5284.61,10569.22
833,2025-10-18,112,Спорт,Скакалка,7,5409.33,37865.31
834,2025-10-21,194,Спорт,Мяч,1,8283.87,8283.87
835,2025-10-14,115,Одежда,Куртка,10,2767.68,27676.8
836,2025-10-31,103,Книги,Роман,5,2597.36,12986.8
837,2025-10-24,138,Спорт,Коврик,3,8093.78,24281.34
838,2025-10-17,156,Одежда,Куртка,2,3076.78,6153.56
839,2025-10-31,189,Продукты,Фрукты,8,9535.59,76284.72
840,2025-10-25,110,Спорт,Мяч,3,3269.81,9809.43
